"Statistic Label","Census Year","Sex","CSO Electoral Divisions 2022","UNIT","VALUE"
"Persons with a disability","2022","Males","Ballyshannon Urban, Donegal","Number","244"
"Persons with a disability","2022","Males","An Bhinn Bhán, Dún na nGall","Number","30"
"Persons with a disability","2022","Males","Birdstown, Donegal","Number","126"
"Persons with a disability","2022","Males","Bonnyglen, Donegal","Number","35"
"Persons with a disability","2022","Males","Buncrana Rural, Donegal","Number","397"
"Persons with a disability","2022","Males","Buncrana Urban, Donegal","Number","403"
"Persons with a disability","2022","Males","Bundoran Rural, Donegal","Number","109"
"Persons with a disability","2022","Males","Bundoran Urban, Donegal","Number","256"
"Persons with a disability","2022","Males","Burt, Donegal","Number","134"
"Persons with a disability","2022","Males","Carndonagh, Donegal","Number","274"
"Persons with a disability","2022","Males","Carraig Airt, Dún na nGall","Number","122"
"Persons with a disability","2022","Males","Carrickboy, Donegal","Number","42"
"Persons with a disability","2022","Males","An Cheathrú Chaol, Dún na nGall","Number","90"
"Persons with a disability","2022","Males","Carthage, Donegal","Number","96"
"Persons with a disability","2022","Males","Castlecary, Donegal","Number","63"
"Persons with a disability","2022","Males","Castlefinn, Donegal","Number","172"
"Persons with a disability","2022","Males","Castleforward, Donegal","Number","162"
"Persons with a disability","2022","Males","Castlewray, Donegal","Number","374"
"Persons with a disability","2022","Males","Cavangarden, Donegal","Number","57"
"Persons with a disability","2022","Males","Mín an Lábáin, Dún na nGall","Number","47"
"Persons with a disability","2022","Males","Cliff, Donegal","Number","16"
"Persons with a disability","2022","Males","An Clochán, Dún na nGall","Number","96"
"Persons with a disability","2022","Males","Cloghard, Donegal","Number","75"
"Persons with a disability","2022","Males","Clogher, Donegal","Number","94"
"Persons with a disability","2022","Males","Clonleigh North, Donegal","Number","172"
"Persons with a disability","2022","Males","Clonleigh South, Donegal","Number","278"
"Persons with a disability","2022","Males","Convoy, Donegal","Number","334"
"Persons with a disability","2022","Males","Corkermore, Donegal","Number","44"
"Persons with a disability","2022","Males","Corravaddy, Donegal","Number","157"
"Persons with a disability","2022","Males","Creamhghort, Dún na nGall","Number","55"
"Persons with a disability","2022","Males","Críoch na Sméar, Dún na nGall","Number","29"
"Persons with a disability","2022","Males","An Craoslach, Dún na nGall","Number","100"
"Persons with a disability","2022","Males","Na Croisbhealaí, Dún na nGall","Number","242"
"Persons with a disability","2022","Males","Cró Bheithe, Dún na nGall","Number","21"
"Persons with a disability","2022","Males","Cró Chaorach, Dún na nGall","Number","15"
"Persons with a disability","2022","Males","Crownarad, Donegal","Number","40"
"Persons with a disability","2022","Males","Culdaff, Donegal","Number","113"
"Persons with a disability","2022","Males","Dawros, Donegal","Number","89"
"Persons with a disability","2022","Males","Desertegny, Donegal","Number","69"
"Persons with a disability","2022","Males","Caisleán na dTuath, Dún na nGall","Number","21"
"Persons with a disability","2022","Males","Donegal, Donegal","Number","479"
"Persons with a disability","2022","Males","An Dúchoraidh, Dún na nGall","Number","13"
"Persons with a disability","2022","Males","Dooish, Donegal","Number","111"
"Persons with a disability","2022","Males","Dunaff, Donegal","Number","67"
"Persons with a disability","2022","Males","Dún Fionnachaidh, Dún na nGall","Number","138"
"Persons with a disability","2022","Males","An Clochán Liath, Dún na nGall","Number","278"
"Persons with a disability","2022","Males","Dunkineely, Donegal","Number","114"
"Persons with a disability","2022","Males","Dún Lúiche, Dún na nGall","Number","64"
"Persons with a disability","2022","Males","Eanymore, Donegal","Number","68"
"Persons with a disability","2022","Males","Edenacarnan, Donegal","Number","157"
"Persons with a disability","2022","Males","Fahan, Donegal","Number","176"
"Persons with a disability","2022","Males","Fánaid Thuaidh, Dún na nGall","Number","63"
"Persons with a disability","2022","Males","Fánaid Thiar, Dún na nGall","Number","66"
"Persons with a disability","2022","Males","Feddyglass, Donegal","Number","54"
"Persons with a disability","2022","Males","Figart, Donegal","Number","131"
"Persons with a disability","2022","Males","Baile na Finne, Dún na nGall","Number","35"
"Persons with a disability","2022","Males","Gartán, Dún na nGall","Number","18"
"Persons with a disability","2022","Males","Glen, Donegal","Number","23"
"Persons with a disability","2022","Males","Glenalla, Donegal","Number","47"
"Persons with a disability","2022","Males","Gleneely, Donegal, 057073","Number","99"
"Persons with a disability","2022","Males","Gleneely, Donegal, 057074","Number","167"
"Persons with a disability","2022","Males","Gleneganon, Donegal","Number","74"
"Persons with a disability","2022","Males","Gleann Gheis, Dún na nGall","Number","78"
"Persons with a disability","2022","Males","Gleann Léithín, Dún na nGall","Number","16"
"Persons with a disability","2022","Males","Na Gleannta, Dún na nGall","Number","166"
"Persons with a disability","2022","Males","Glentogher, Donegal","Number","173"
"Persons with a disability","2022","Males","Goland, Donegal","Number","51"
"Persons with a disability","2022","Males","Gort an Choirce, Dún na nGall","Number","220"
"Persons with a disability","2022","Males","Gortnavern, Donegal","Number","108"
"Persons with a disability","2022","Males","An Ghrafaidh, Dún na nGall","Number","19"
"Persons with a disability","2022","Males","Greencastle, Donegal","Number","84"
"Persons with a disability","2022","Males","Grianfort, Dún na nGall","Number","35"
"Persons with a disability","2022","Males","Grousehall, Donegal","Number","7"
"Persons with a disability","2022","Males","Haugh, Donegal","Number","26"
"Persons with a disability","2022","Males","Illies, Donegal","Number","67"
"Persons with a disability","2022","Males","Inch Island, Donegal","Number","37"
"Persons with a disability","2022","Males","Inis Caoil, Dún na nGall","Number","15"
"Persons with a disability","2022","Males","Inver, Donegal","Number","75"
"Persons with a disability","2022","Males","Cill Charthaigh, Dún na nGall","Number","54"
"Persons with a disability","2022","Males","Kilderry, Donegal","Number","182"
"Persons with a disability","2022","Males","Cill Ghabhlaigh, Dún na nGall","Number","43"
"Persons with a disability","2022","Males","Killea, Donegal","Number","192"
"Persons with a disability","2022","Males","Killybegs, Donegal","Number","271"
"Persons with a disability","2022","Males","Killygarvan, Donegal","Number","14"
"Persons with a disability","2022","Males","Killygordon, Donegal","Number","130"
"Persons with a disability","2022","Males","Killymasny, Donegal","Number","52"
"Persons with a disability","2022","Males","Kilmacrenan, Donegal","Number","162"
"Persons with a disability","2022","Males","Kincraigy, Donegal","Number","106"
"Persons with a disability","2022","Males","Knock, Donegal","Number","188"
"Persons with a disability","2022","Males","Cnoc Colbha, Dún na nGall","Number","32"
"Persons with a disability","2022","Males","Laghy, Donegal","Number","94"
"Persons with a disability","2022","Males","An Leargaidh Mhór, Dún na nGall","Number","62"
"Persons with a disability","2022","Males","Letterkenny Rural, Donegal","Number","1411"
"Persons with a disability","2022","Males","Letterkenny Urban, Donegal","Number","330"
"Persons with a disability","2022","Males","Leitir Mhic an Bhaird, Dún na nGall","Number","87"
"Persons with a disability","2022","Males","Lettermore, Donegal","Number","43"
"Persons with a disability","2022","Males","Loch Iascaigh, Dún na nGall","Number","32"
"Persons with a disability","2022","Males","Loch Caol, Dún na nGall","Number","28"
"Persons with a disability","2022","Males","Maas, Donegal","Number","29"
"Persons with a disability","2022","Males","Magheraboy, Donegal","Number","175"
"Persons with a disability","2022","Males","Machaire Chlochair, Dún na nGall","Number","334"
"Persons with a disability","2022","Males","An Machaire, Dún na nGall","Number","85"
"Persons with a disability","2022","Males","Malin, Donegal","Number","69"
"Persons with a disability","2022","Males","Málainn Bhig, Dún na nGall","Number","36"
"Persons with a disability","2022","Males","Manorcunningham, Donegal","Number","142"
"Persons with a disability","2022","Males","Mín an Chladaigh, Dún na nGall","Number","161"
"Persons with a disability","2022","Males","Mín Charraigeach, Dún na nGall","Number","15"
"Persons with a disability","2022","Males","Millford, Donegal","Number","173"
"Persons with a disability","2022","Males","Mintiaghs, Donegal","Number","88"
"Persons with a disability","2022","Males","Moville, Donegal","Number","296"
"Persons with a disability","2022","Males","Maol Mosóg, Dún na nGall","Number","32"
"Persons with a disability","2022","Males","Newtown Cunningham, Donegal","Number","132"
"Persons with a disability","2022","Males","Pettigoe, Donegal","Number","41"
"Persons with a disability","2022","Males","Raphoe, Donegal","Number","213"
"Persons with a disability","2022","Males","Rathmelton, Donegal","Number","280"
"Persons with a disability","2022","Males","Rathmullan, Donegal","Number","110"
"Persons with a disability","2022","Males","Redcastle, Donegal","Number","101"
"Persons with a disability","2022","Males","Ros Goill, Dún na nGall","Number","92"
"Persons with a disability","2022","Males","Rosnakill, Donegal","Number","38"
"Persons with a disability","2022","Males","Inis Mhic an Doirn, Dún na nGall","Number","224"
"Persons with a disability","2022","Males","Suí Corr, Dún na nGall","Number","6"
"Persons with a disability","2022","Males","St. Johnstown, Donegal","Number","190"
"Persons with a disability","2022","Males","Straid, Donegal","Number","146"
"Persons with a disability","2022","Males","Stranorlar, Donegal","Number","584"
"Persons with a disability","2022","Males","Tantallon, Donegal","Number","199"
"Persons with a disability","2022","Males","Tawnawully, Donegal","Number","27"
"Persons with a disability","2022","Males","Templecarn, Donegal","Number","13"
"Persons with a disability","2022","Males","Templedouglas, Donegal","Number","107"
"Persons with a disability","2022","Males","An Tearmann, Dún na nGall","Number","37"
"Persons with a disability","2022","Males","Three Trees, Donegal","Number","70"
"Persons with a disability","2022","Males","Tieveskeelta, Donegal","Number","17"
"Persons with a disability","2022","Males","Treantaghmucklagh, Donegal","Number","97"
"Persons with a disability","2022","Males","Tullynaught, Donegal","Number","77"
"Persons with a disability","2022","Males","Turmone, Donegal","Number","46"
"Persons with a disability","2022","Males","Urney West, Donegal","Number","67"
"Persons with a disability","2022","Males","West Donegal, Donegal","Number","80"
"Persons with a disability","2022","Males","Whitecastle, Donegal","Number","92"
"Persons with a disability","2022","Males","Aghabog, Monaghan","Number","29"
"Persons with a disability","2022","Males","Anketell Grove, Monaghan","Number","108"
"Persons with a disability","2022","Males","Annayalla, Monaghan","Number","42"
"Persons with a disability","2022","Males","Anny, Monaghan","Number","47"
"Persons with a disability","2022","Males","Ballybay Rural, Monaghan","Number","175"
"Persons with a disability","2022","Males","Ballybay Urban, Monaghan","Number","34"
"Persons with a disability","2022","Males","Ballymackney, Monaghan","Number","102"
"Persons with a disability","2022","Males","Bellanode, Monaghan","Number","181"
"Persons with a disability","2022","Males","Bellatrain, Monaghan","Number","14"
"Persons with a disability","2022","Males","Bocks, Monaghan","Number","54"
"Persons with a disability","2022","Males","Bragan, Monaghan","Number","27"
"Persons with a disability","2022","Males","Broomfield, Monaghan","Number","54"
